Coin,Date,Open,High,Low,Close,Market Cap,Volume,LogReturn,RealizedVol,H-L,H-PC,L-PC,TR,ATR,garch_vol
Dogecoin,2025-09-04 00:00:00,0.22060869712158182,0.22060869712158182,0.22060869712158182,0.22060869712158182,33255648476.04051,1644323428.7362218,,,0.0,,,0.0,,
Dogecoin,2025-09-05 00:00:00,0.21248433246322776,0.21248433246322776,0.21248433246322776,0.21248433246322776,32048275139.63678,1348159815.400276,-0.037522274829274026,,0.0,0.00812436465835406,0.00812436465835406,0.00812436465835406,,0.04707876105385536
Dogecoin,2025-09-06 00:00:00,0.21790522280347202,0.21790522280347202,0.21790522280347202,0.21790522280347202,32875780028.216713,2080964319.0678818,0.02519195441078364,,0.0,0.005420890340244261,0.005420890340244261,0.005420890340244261,,0.04729838921367567
Dogecoin,2025-09-07 00:00:00,0.2160115789297136,0.2160115789297136,0.2160115789297136,0.2160115789297136,32608992087.21966,1109021902.7686205,-0.008728198068797413,,0.0,0.0018936438737584271,0.0018936438737584271,0.0018936438737584271,,0.047412544492555095
Dogecoin,2025-09-08 00:00:00,0.22849209307593296,0.22849209307593296,0.22849209307593296,0.22849209307593296,34458314811.968834,1803098275.17244,0.05616959372563267,,0.0,0.012480514146219368,0.012480514146219368,0.012480514146219368,,0.04728270587136593
Dogecoin,2025-09-09 00:00:00,0.24204451984067996,0.24204451984067996,0.24204451984067996,0.24204451984067996,36577754981.82949,3499691101.119174,0.057620069391645615,,0.0,0.013552426764746994,0.013552426764746994,0.013552426764746994,,0.04802729149056148
Dogecoin,2025-09-10 00:00:00,0.24093291427061306,0.24093291427061306,0.24093291427061306,0.24093291427061306,36350917047.21883,3983679513.3099904,-0.00460314480291945,,0.0,0.001111605570066898,0.001111605570066898,0.001111605570066898,,0.04853389603955693
Dogecoin,2025-09-11 00:00:00,0.24543876456428945,0.24543876456428945,0.24543876456428945,0.24543876456428945,37030135377.325455,2768174631.6824803,0.01852895389349292,,0.0,0.0045058502936763944,0.0045058502936763944,0.0045058502936763944,,0.04799843337241227
Dogecoin,2025-09-12 00:00:00,0.25568309955896135,0.25568309955896135,0.25568309955896135,0.25568309955896135,38606584437.57269,3698334549.8680463,0.04089130069878946,,0.0,0.010244334994671894,0.010244334994671894,0.010244334994671894,,0.04777881438946483
Dogecoin,2025-09-13 00:00:00,0.27551364279954654,0.27551364279954654,0.27551364279954654,0.27551364279954654,41560744374.04719,4346151545.9657545,0.07469836220030275,,0.0,0.019830543240585197,0.019830543240585197,0.019830543240585197,,0.04798118212748764
