Coin,Date,Open,High,Low,Close,Market Cap,Volume,LogReturn,RealizedVol,H-L,H-PC,L-PC,TR,ATR,garch_vol
Bitcoin,2025-11-21 00:00:00,86649.97257918229,86649.97257918229,86649.97257918229,86649.97257918229,1731258563683.1287,99171039191.1295,-0.052966929827507184,0.4365933211693523,0.0,4713.3058077514,4713.3058077514,4713.3058077514,2123.3805118124487,0.02412045151629332
Bitcoin,2025-11-22 00:00:00,85051.8019295002,85051.8019295002,85051.8019295002,85051.8019295002,1697723941246.0479,135093457122.46469,-0.018616194381400844,0.4383157667616897,0.0,1598.1706496820843,1598.1706496820843,1598.1706496820843,2089.43242097979,0.024191178710944186
Bitcoin,2025-11-23 00:00:00,84682.62429147748,84682.62429147748,84682.62429147748,84682.62429147748,1690556523055.809,42644968955.2184,-0.00435006885058571,0.4248723566806035,0.0,369.17763802272384,369.17763802272384,369.17763802272384,2036.8060330261756,0.02426118240733601
Bitcoin,2025-11-24 00:00:00,86783.84766839583,86783.84766839583,86783.84766839583,86783.84766839583,1732233225777.4016,60446592409.29218,0.024510081105708792,0.4365122635737309,0.0,2101.2233769183513,2101.2233769183513,2101.2233769183513,2014.0690263766967,0.024330472640482464
Bitcoin,2025-11-25 00:00:00,88229.35740719768,88229.35740719768,88229.35740719768,88229.35740719768,1761564072532.238,77606296173.43544,0.016519240471695434,0.4424816735785569,0.0,1445.5097388018476,1445.5097388018476,1445.5097388018476,2031.6487143872073,0.02439905924018839
Bitcoin,2025-11-26 00:00:00,87310.33159950442,87310.33159950442,87310.33159950442,87310.33159950442,1742162762885.542,67956444142.18749,-0.010470956280959969,0.42608811347856085,0.0,919.0258076932514,919.0258076932514,919.0258076932514,1886.7007664930259,0.02446695183678168
Bitcoin,2025-11-27 00:00:00,90474.22677969698,90474.22677969698,90474.22677969698,90474.22677969698,1806439309544.997,69690430587.90018,0.035596221410582427,0.4532982783344634,0.0,3163.8951801925577,3163.8951801925577,3163.8951801925577,2009.902775758944,0.024534159867629052
Bitcoin,2025-11-28 00:00:00,91279.06057176423,91279.06057176423,91279.06057176423,91279.06057176423,1821778517479.9226,59295194347.668594,0.00885639059878798,0.4568041767018481,0.0,804.8337920672493,804.8337920672493,804.8337920672493,1939.4441038412094,0.024600692582727627
Bitcoin,2025-11-29 00:00:00,90950.37695910994,90950.37695910994,90950.37695910994,90950.37695910994,1814919896425.4082,62833195066.53989,-0.0036073641398426596,0.4517699927375879,0.0,328.6836126542912,328.6836126542912,328.6836126542912,1586.202953797443,0.024666559048600555
Bitcoin,2025-11-30 00:00:00,90841.45258193677,90841.45258193677,90841.45258193677,90841.45258193677,1812771321410.9438,39253888201.69327,-0.0011983419770074028,0.4505817659829073,0.0,108.9243771731708,108.9243771731708,108.9243771731708,1518.8463724141984,0.024731768155389064
Bitcoin,2025-12-01 00:00:00,90406.28448571145,90406.28448571145,90406.28448571145,90406.28448571145,1807818977105.3909,40334819409.843475,-0.004801924034563501,0.4458701764046309,0.0,435.1680962253158,435.1680962253158,435.1680962253158,1471.5740416401281,0.02479632862056528
Bitcoin,2025-12-02 00:00:00,86281.49519776918,86281.49519776918,86281.49519776918,86281.49519776918,1723547230444.7913,92988982967.24597,-0.046698632659649464,0.4656019752187821,0.0,4124.7892879422725,4124.7892879422725,4124.7892879422725,1596.5872788315432,0.024860248993917523
Bitcoin,2025-12-02 12:07:36,87412.31661257257,87412.31661257257,87412.31661257257,87412.31661257257,1743414203381.6165,75437769678.85265,0.013021044104093953,0.46899699095838177,0.0,1130.8214148033876,1130.8214148033876,1130.8214148033876,1621.429257714515,0.024923537662630103
