Coin,Date,Open,High,Low,Close,Market Cap,Volume,LogReturn,RealizedVol,H-L,H-PC,L-PC,TR,ATR,garch_vol
Cardano,2025-09-04 00:00:00,0.8358193960502531,0.8358193960502531,0.8358193960502531,0.8358193960502531,30491850785.06975,1146558111.1280096,,,0.0,,,0.0,,
Cardano,2025-09-05 00:00:00,0.8103356761503423,0.8103356761503423,0.8103356761503423,0.8103356761503423,29594964680.725815,1102148615.9189978,-0.030963979492679407,,0.0,0.02548371989991083,0.02548371989991083,0.02548371989991083,,0.037349560162556125
Cardano,2025-09-06 00:00:00,0.8308551338308517,0.8308551338308517,0.8308551338308517,0.8308551338308517,30321228732.468697,1121578867.539977,0.02500687531787857,,0.0,0.020519457680509445,0.020519457680509445,0.020519457680509445,,0.03791986300284767
Cardano,2025-09-07 00:00:00,0.8185531180763999,0.8185531180763999,0.8185531180763999,0.8185531180763999,29882937560.817184,850472090.6641397,-0.014917160577414695,,0.0,0.01230201575445189,0.01230201575445189,0.01230201575445189,,0.038448146075718774
Cardano,2025-09-08 00:00:00,0.8363048012672472,0.8363048012672472,0.8363048012672472,0.8363048012672472,30557346889.157085,1021552780.8007756,0.021454849892251875,,0.0,0.0177516831908473,0.0177516831908473,0.0177516831908473,,0.038938114781201086
Cardano,2025-09-09 00:00:00,0.8646800277854038,0.8646800277854038,0.8646800277854038,0.8646800277854038,31568819752.85428,1691794761.1033452,0.033366386970150055,,0.0,0.028375226518156604,0.028375226518156604,0.028375226518156604,,0.039393052190766484
Cardano,2025-09-10 00:00:00,0.8649298409057776,0.8649298409057776,0.8649298409057776,0.8649298409057776,31576854828.2693,1990098821.1710768,0.0002888664393432964,,0.0,0.00024981312037386516,0.00024981312037386516,0.00024981312037386516,,0.03981588250558396
Cardano,2025-09-11 00:00:00,0.8853218749788114,0.8853218749788114,0.8853218749788114,0.8853218749788114,32276611747.96258,1532700295.741913,0.023302884563013222,,0.0,0.020392034073033805,0.020392034073033805,0.020392034073033805,,0.040209222472938816
Cardano,2025-09-12 00:00:00,0.8939522635864209,0.8939522635864209,0.8939522635864209,0.8939522635864209,32611694457.622974,1271457105.8612123,0.009701097886153098,,0.0,0.008630388607609452,0.008630388607609452,0.008630388607609452,,0.040575423489672
Cardano,2025-09-13 00:00:00,0.9169478146623894,0.9169478146623894,0.9169478146623894,0.9169478146623894,33457444011.541634,1454391842.8665938,0.025398184559881562,,0.0,0.022995551075968512,0.022995551075968512,0.022995551075968512,,0.04091660640614651
Cardano,2025-09-14 00:00:00,0.9299550781941931,0.9299550781941931,0.9299550781941931,0.9299550781941931,33950673816.44653,1981983107.1599066,0.014085720091692207,,0.0,0.013007263531803703,0.013007263531803703,0.013007263531803703,,0.04123469055745623
Cardano,2025-09-15 00:00:00,0.8884370883146469,0.8884370883146469,0.8884370883146469,0.8884370883146469,32415842037.909878,1700018608.6187458,-0.04567244349979818,,0.0,0.04151798987954625,0.04151798987954625,0.04151798987954625,,0.04153141816782658
Cardano,2025-09-16 00:00:00,0.8623288816260523,0.8623288816260523,0.8623288816260523,0.8623288816260523,31476741109.050602,2198306930.353841,-0.029827107356595123,,0.0,0.026108206688594593,0.026108206688594593,0.026108206688594593,,0.04180837502341849
Cardano,2025-09-17 00:00:00,0.8803872516725199,0.8803872516725199,0.8803872516725199,0.8803872516725199,32148502354.966366,1535737124.6753068,0.020725138286300147,,0.0,0.018058370046467598,0.018058370046467598,0.018058370046467598,0.01824226571909099,0.04206700809788396
Cardano,2025-09-18 00:00:00,0.9126236395968257,0.9126236395968257,0.9126236395968257,0.9126236395968257,33321357586.710964,2162211909.8838787,0.03596170233296002,,0.0,0.03223638792430583,0.03223638792430583,0.03223638792430583,0.020544864856541407,0.04230864068057889
Cardano,2025-09-19 00:00:00,0.9252028118570796,0.9252028118570796,0.9252028118570796,0.9252028118570796,33785452870.507767,2320855756.374952,0.01368939781449201,,0.0,0.012579172260253957,0.012579172260253957,0.012579172260253957,0.01962311145370877,0.04253448543149828
Cardano,2025-09-20 00:00:00,0.8905595744647299,0.8905595744647299,0.8905595744647299,0.8905595744647299,32507329630.968914,1874213489.2227256,-0.03816296903248427,,0.0,0.03464323739234976,0.03464323739234976,0.03464323739234976,0.020631952861697365,0.04274565571041355
